date,channel,impressions,clicks,cost,conversions,cv_type,revenue
2024-04-21,Yahoo!広告,5631,244,5394,13,購入,66925
2024-04-22,Google Ads,9547,358,11808,18,購入,116781
2024-04-22,Meta Ads,5813,202,13987,12,購入,48900
2024-04-22,LINE Ads,6168,90,6643,5,会員登録,24642
2024-04-22,Yahoo!広告,6752,85,7346,2,お気に入り,6390
2024-04-23,Google Ads,17213,667,19520,36,購入,209968
2024-04-23,Meta Ads,11754,126,15342,7,購入,44450
2024-04-23,LINE Ads,6084,200,6493,13,購入,85112
2024-04-23,Yahoo!広告,4605,62,5313,1,会員登録,5722
2024-04-24,Google Ads,12175,469,19908,25,購入,173521
2024-04-24,Meta Ads,5318,298,10623,11,お気に入り,54534
2024-04-24,LINE Ads,4370,228,6162,14,会員登録,106565
2024-04-24,Yahoo!広告,2388,92,5412,7,お気に入り,44577
2024-04-25,Google Ads,5491,164,10980,4,お気に入り,31851
2024-04-25,Meta Ads,9434,256,15515,14,購入,56332
2024-04-25,LINE Ads,9249,476,10530,19,購入,107799
2024-04-25,Yahoo!広告,3985,102,5881,7,会員登録,26630
2024-04-26,Google Ads,10411,361,13992,13,会員登録,54021
2024-04-26,Meta Ads,10095,141,11156,8,購入,32193
2024-04-26,LINE Ads,3020,75,6375,3,会員登録,21767
2024-04-26,Yahoo!広告,3685,81,4822,6,購入,19695
2024-04-27,Google Ads,7301,167,12440,5,お気に入り,36958
2024-04-27,Meta Ads,5098,171,11788,4,会員登録,20812
2024-04-27,LINE Ads,7322,355,9501,14,購入,86543
2024-04-27,Yahoo!広告,3520,174,4613,13,購入,66252
2024-04-28,Google Ads,16382,564,19174,18,購入,79723
2024-04-28,Meta Ads,5880,271,14503,15,購入,73768
2024-04-28,LINE Ads,5857,136,6661,4,購入,15795
2024-04-28,Yahoo!広告,4202,214,7386,13,購入,65293
2024-04-29,Google Ads,9175,152,18799,8,会員登録,38415
2024-04-29,Meta Ads,9753,471,13064,19,会員登録,65924
2024-04-29,LINE Ads,4143,93,9418,5,会員登録,24066
2024-04-29,Yahoo!広告,7956,90,7904,5,購入,23665
2024-04-30,Google Ads,11835,400,19811,19,購入,92428
2024-04-30,Meta Ads,4706,107,8990,3,購入,20941
2024-04-30,LINE Ads,3439,197,5985,8,会員登録,50882
2024-04-30,Yahoo!広告,5063,139,7311,9,購入,63728
2024-05-01,Google Ads,16048,794,18757,34,購入,141840
2024-05-01,Meta Ads,12384,267,14373,17,購入,81141
2024-05-01,LINE Ads,7404,332,10391,12,購入,49578
2024-05-01,Yahoo!広告,2722,102,5571,2,購入,10339
2024-05-02,Google Ads,10641,464,22288,10,購入,55825
2024-05-02,Meta Ads,13374,350,15321,26,会員登録,174487
2024-05-02,LINE Ads,4214,150,6476,8,購入,40985
2024-05-02,Yahoo!広告,3212,160,5357,4,会員登録,29732
2024-05-03,Google Ads,8406,445,12295,23,会員登録,167532
2024-05-03,Meta Ads,8513,140,16389,7,購入,36637
2024-05-03,LINE Ads,4075,72,8269,5,購入,27816
2024-05-03,Yahoo!広告,7178,159,7661,6,購入,41207
2024-05-04,Google Ads,8187,297,16595,21,お気に入り,138429
2024-05-04,Meta Ads,9887,507,15817,14,購入,82143
2024-05-04,LINE Ads,2945,88,7134,2,購入,13947
2024-05-04,Yahoo!広告,2180,46,5374,3,購入,18938
2024-05-05,Google Ads,14660,644,14618,20,購入,90346
2024-05-05,Meta Ads,11840,203,15042,9,購入,36490
2024-05-05,LINE Ads,10526,235,11104,10,購入,54019
2024-05-05,Yahoo!広告,3184,157,5595,6,お気に入り,37730
2024-05-06,Google Ads,8548,288,16022,17,会員登録,119206
2024-05-06,Meta Ads,9126,211,17374,6,購入,37969
2024-05-06,LINE Ads,10264,362,8697,21,会員登録,84963
2024-05-06,Yahoo!広告,2617,100,6495,5,お気に入り,19562
2024-05-07,Google Ads,6588,294,15520,18,購入,93826
2024-05-07,Meta Ads,5932,147,9655,10,会員登録,39850
2024-05-07,LINE Ads,4125,177,9527,10,購入,59324
2024-05-07,Yahoo!広告,5884,114,8397,4,お気に入り,16993
2024-05-08,Google Ads,5771,70,12922,3,お気に入り,19662
2024-05-08,Meta Ads,7525,113,14018,5,購入,17172
2024-05-08,LINE Ads,3008,80,7396,5,購入,21889
2024-05-08,Yahoo!広告,3246,38,4896,0,会員登録,0
2024-05-09,Google Ads,19624,1149,15757,72,購入,389807
2024-05-09,Meta Ads,11151,167,15093,12,購入,45595
2024-05-09,LINE Ads,4443,225,7639,6,購入,40806
2024-05-09,Yahoo!広告,5278,227,5946,8,購入,25568
2024-05-10,Google Ads,11159,493,15156,28,購入,137915
2024-05-10,Meta Ads,7769,452,11708,13,購入,85249
2024-05-10,LINE Ads,6310,299,8508,23,お気に入り,88658
2024-05-10,Yahoo!広告,8171,284,7142,22,会員登録,141596
2024-05-11,Google Ads,8960,442,19391,9,購入,42470
2024-05-11,Meta Ads,6497,308,9830,15,購入,96239
2024-05-11,LINE Ads,4292,68,10553,5,購入,33629
2024-05-11,Yahoo!広告,2760,117,5836,3,購入,20519
2024-05-12,Google Ads,12785,248,21153,11,購入,47073
2024-05-12,Meta Ads,5842,285,9739,9,会員登録,49442
2024-05-12,LINE Ads,5640,67,9829,2,お気に入り,6921
2024-05-12,Yahoo!広告,2718,153,5094,7,お気に入り,53933
2024-05-13,Google Ads,8676,495,14124,16,お気に入り,92834
2024-05-13,Meta Ads,15082,469,15435,36,購入,206673
2024-05-13,LINE Ads,4815,195,9953,8,購入,33472
2024-05-13,Yahoo!広告,7943,259,6973,16,購入,122233
2024-05-14,Google Ads,7999,409,18653,21,会員登録,101542
2024-05-14,Meta Ads,11337,385,10047,14,お気に入り,71340
2024-05-14,LINE Ads,6230,221,9162,17,購入,135876
2024-05-14,Yahoo!広告,2295,43,5449,1,購入,7270
2024-05-15,Google Ads,7621,207,17081,15,購入,49148
2024-05-15,Meta Ads,9678,131,13047,8,購入,38175
2024-05-15,LINE Ads,7681,398,8269,13,購入,87717
2024-05-15,Yahoo!広告,7395,346,8553,18,購入,55582
2024-05-16,Google Ads,11958,706,14349,35,購入,237600
2024-05-16,Meta Ads,7576,309,15251,24,会員登録,146568
2024-05-16,LINE Ads,10233,271,10293,8,購入,31303
2024-05-16,Yahoo!広告,3419,120,6095,5,会員登録,20038
2024-05-17,Google Ads,10857,593,21820,41,お気に入り,202484
2024-05-17,Meta Ads,9002,290,14641,15,お気に入り,112570
2024-05-17,LINE Ads,6657,157,7357,3,購入,20799
2024-05-17,Yahoo!広告,4321,181,7595,9,会員登録,37575
2024-05-18,Google Ads,14147,513,22254,24,お気に入り,159649
2024-05-18,Meta Ads,6694,201,14073,6,購入,23833
2024-05-18,LINE Ads,6423,144,10515,5,購入,15973
2024-05-18,Yahoo!広告,8619,357,7754,16,購入,69272
2024-05-19,Google Ads,5919,135,13005,7,購入,46099
2024-05-19,Meta Ads,4793,170,9780,4,購入,13289
2024-05-19,LINE Ads,4540,118,8869,5,会員登録,15576
2024-05-19,Yahoo!広告,4153,210,6624,16,会員登録,63970
2024-05-20,Google Ads,19456,442,17938,16,会員登録,57612
2024-05-20,Meta Ads,9462,318,9918,6,会員登録,38391
2024-05-20,LINE Ads,6035,147,7572,3,購入,23552
2024-05-20,Yahoo!広告,6517,205,5317,9,お気に入り,67686
2024-05-21,Google Ads,11847,597,19755,44,購入,267747
2024-05-21,Meta Ads,4930,86,12069,3,お気に入り,15134
2024-05-21,LINE Ads,7065,367,8529,17,会員登録,65347
2024-05-21,Yahoo!広告,5084,162,7450,5,購入,39149
2024-05-22,Google Ads,9865,468,13591,25,購入,81688
2024-05-22,Meta Ads,5697,125,10353,8,購入,35497
2024-05-22,LINE Ads,3777,89,8878,3,購入,21313
2024-05-22,Yahoo!広告,5576,109,5019,2,会員登録,9282
2024-05-23,Google Ads,8613,317,14576,11,購入,50145
2024-05-23,Meta Ads,7896,433,14198,11,会員登録,34722
2024-05-23,LINE Ads,12081,277,10722,20,購入,93530
2024-05-23,Yahoo!広告,5465,298,6458,12,お気に入り,45090
2024-05-24,Google Ads,20674,237,16692,7,購入,26250
2024-05-24,Meta Ads,5387,276,13066,19,購入,141636
2024-05-24,LINE Ads,6570,351,10708,23,会員登録,105779
2024-05-24,Yahoo!広告,3152,181,5440,8,購入,37651
2024-05-25,Google Ads,13305,282,20169,6,会員登録,36582
2024-05-25,Meta Ads,13972,792,14708,19,購入,98461
2024-05-25,LINE Ads,10127,335,11619,23,会員登録,109793
2024-05-25,Yahoo!広告,3406,123,6805,5,購入,23634
2024-05-26,Google Ads,8681,96,20341,2,購入,14944
2024-05-26,Meta Ads,13954,298,11467,17,会員登録,128810
2024-05-26,LINE Ads,6423,213,10239,11,購入,84167
2024-05-26,Yahoo!広告,2507,132,6059,6,会員登録,33239
2024-05-27,Google Ads,6395,315,15150,12,購入,54187
2024-05-27,Meta Ads,13705,371,15188,19,購入,123953
2024-05-27,LINE Ads,6521,118,8901,6,会員登録,35784
2024-05-27,Yahoo!広告,3880,159,7601,9,購入,61550
2024-05-28,Google Ads,13540,696,15106,40,購入,278633
2024-05-28,Meta Ads,5031,181,12077,8,購入,57853
2024-05-28,LINE Ads,5895,185,7495,4,購入,22099
2024-05-28,Yahoo!広告,4610,248,5717,13,会員登録,90761
2024-05-29,Google Ads,12202,479,16527,33,購入,116295
2024-05-29,Meta Ads,7591,179,10661,13,会員登録,101394
2024-05-29,LINE Ads,6344,89,10221,6,お気に入り,23414
2024-05-29,Yahoo!広告,2711,128,6136,7,購入,22277
2024-05-30,Google Ads,10014,135,20641,8,購入,42520
2024-05-30,Meta Ads,11232,239,9687,15,購入,95527
2024-05-30,LINE Ads,4324,90,8314,7,購入,32489
2024-05-30,Yahoo!広告,4957,136,6065,9,会員登録,31185
2024-05-31,Google Ads,8518,451,20850,29,購入,190099
2024-05-31,Meta Ads,7521,254,15517,16,会員登録,66772
2024-05-31,LINE Ads,8537,431,10238,19,購入,149831
2024-05-31,Yahoo!広告,3402,99,7576,3,お気に入り,9304
2024-06-01,Google Ads,9347,264,18417,17,会員登録,95287
2024-06-01,Meta Ads,10910,381,10328,17,お気に入り,78413
2024-06-01,LINE Ads,6150,101,7937,5,購入,16925
2024-06-01,Yahoo!広告,3033,113,7112,7,お気に入り,31599
2024-06-02,Google Ads,12411,359,18186,27,購入,105520
2024-06-02,Meta Ads,6744,272,11505,11,お気に入り,47199
2024-06-02,LINE Ads,3048,161,7372,12,お気に入り,65293
2024-06-02,Yahoo!広告,2767,48,4939,2,お気に入り,7236
2024-06-03,Google Ads,13857,628,11808,22,購入,171046
2024-06-03,Meta Ads,13878,178,13777,10,購入,30281
2024-06-03,LINE Ads,3624,143,5392,5,お気に入り,35574
2024-06-03,Yahoo!広告,4622,90,5598,6,購入,46557
2024-06-04,Google Ads,13847,822,13216,51,お気に入り,260749
2024-06-04,Meta Ads,4148,244,9042,12,会員登録,46402
2024-06-04,LINE Ads,2254,49,5378,1,会員登録,4491
2024-06-04,Yahoo!広告,6119,245,5004,13,会員登録,60646
2024-06-05,Google Ads,6396,269,14577,5,購入,21576
2024-06-05,Meta Ads,6139,209,9112,7,お気に入り,36770
2024-06-05,LINE Ads,8565,197,8336,7,会員登録,23556
2024-06-05,Yahoo!広告,5939,179,7155,9,お気に入り,55946
2024-06-06,Google Ads,14263,212,13584,14,購入,62562
2024-06-06,Meta Ads,4744,244,8875,6,購入,38804
2024-06-06,LINE Ads,3106,169,6983,12,購入,60354
2024-06-06,Yahoo!広告,5600,294,7250,16,会員登録,103599
2024-06-07,Google Ads,9054,147,16977,3,購入,16414
2024-06-07,Meta Ads,8755,522,8657,28,会員登録,125140
2024-06-07,LINE Ads,8065,141,6507,5,購入,30216
2024-06-07,Yahoo!広告,6583,104,6669,7,購入,34764
2024-06-08,Google Ads,16918,387,14871,8,会員登録,37860
2024-06-08,Meta Ads,10606,446,10076,34,会員登録,166997
2024-06-08,LINE Ads,4867,110,6073,3,購入,12173
2024-06-08,Yahoo!広告,4377,115,6230,4,会員登録,26871
2024-06-09,Google Ads,5825,327,10695,16,お気に入り,95361
2024-06-09,Meta Ads,7228,99,13444,2,購入,11158
2024-06-09,LINE Ads,4315,72,8045,4,会員登録,18316
2024-06-09,Yahoo!広告,2294,27,5336,1,購入,6111
2024-06-10,Google Ads,6937,166,16653,9,お気に入り,57397
2024-06-10,Meta Ads,5518,92,13560,6,購入,26188
2024-06-10,LINE Ads,7160,155,7122,10,会員登録,62027
2024-06-10,Yahoo!広告,3609,194,4019,13,会員登録,66796
2024-06-11,Google Ads,13772,260,18123,19,購入,149271
2024-06-11,Meta Ads,7969,148,12242,11,会員登録,54143
2024-06-11,LINE Ads,4289,149,6611,7,購入,38993
2024-06-11,Yahoo!広告,3397,120,6756,2,購入,11911
2024-06-12,Google Ads,15358,808,13142,52,会員登録,158765
2024-06-12,Meta Ads,5190,198,11987,8,購入,50229
2024-06-12,LINE Ads,10302,221,8964,12,お気に入り,43261
2024-06-12,Yahoo!広告,2595,154,5183,4,会員登録,21340
2024-06-13,Google Ads,12114,177,18420,9,購入,45060
2024-06-13,Meta Ads,5122,198,9595,12,購入,67681
2024-06-13,LINE Ads,6197,305,8921,20,購入,135857
2024-06-13,Yahoo!広告,4025,227,7217,7,会員登録,33286
2024-06-14,Google Ads,9712,352,11168,18,購入,73087
2024-06-14,Meta Ads,6357,92,8040,6,購入,34802
2024-06-14,LINE Ads,4619,221,8170,6,購入,31146
2024-06-14,Yahoo!広告,5480,142,6966,5,購入,31847
2024-06-15,Google Ads,14304,617,16653,25,購入,101654
2024-06-15,Meta Ads,11285,386,14326,25,会員登録,163978
2024-06-15,LINE Ads,4503,68,8199,3,お気に入り,18417
2024-06-15,Yahoo!広告,3493,129,7226,2,購入,15942
2024-06-16,Google Ads,21459,865,17397,27,購入,102239
2024-06-16,Meta Ads,7581,100,10259,7,会員登録,28385
2024-06-16,LINE Ads,11638,228,9811,16,会員登録,93000
2024-06-16,Yahoo!広告,8410,108,7280,4,お気に入り,28518
2024-06-17,Google Ads,4871,247,10679,18,購入,77780
2024-06-17,Meta Ads,6443,272,10048,9,購入,59863
2024-06-17,LINE Ads,3949,185,8249,9,購入,66359
2024-06-17,Yahoo!広告,4975,155,6169,6,購入,37507
2024-06-18,Google Ads,16619,816,14870,38,購入,116232
2024-06-18,Meta Ads,5283,215,8539,4,会員登録,25991
2024-06-18,LINE Ads,10480,245,9742,8,会員登録,43755
2024-06-18,Yahoo!広告,4078,122,6057,9,会員登録,46196
2024-06-19,Google Ads,9080,448,11407,28,購入,150007
2024-06-19,Meta Ads,7245,335,10644,22,購入,133970
2024-06-19,LINE Ads,6020,215,8383,16,お気に入り,114732
2024-06-19,Yahoo!広告,2492,136,4195,8,購入,36358
2024-06-20,Google Ads,6524,317,13397,19,会員登録,63913
2024-06-20,Meta Ads,7670,270,10866,17,購入,129790
2024-06-20,LINE Ads,3820,191,7953,14,購入,81747
2024-06-20,Yahoo!広告,3400,115,4269,6,会員登録,20326
2024-06-21,Google Ads,6182,192,14499,13,購入,64407
2024-06-21,Meta Ads,8113,155,13307,8,購入,39440
2024-06-21,LINE Ads,4448,170,8737,10,購入,46436
2024-06-21,Yahoo!広告,4502,177,5688,8,会員登録,31584
2024-06-22,Google Ads,20743,1107,16883,56,購入,212571
2024-06-22,Meta Ads,4565,234,9873,10,会員登録,64124
2024-06-22,LINE Ads,6059,141,8968,6,購入,24688
2024-06-22,Yahoo!広告,4481,163,5626,7,お気に入り,27399
2024-06-23,Google Ads,7453,86,16737,3,お気に入り,13128
2024-06-23,Meta Ads,7028,207,9537,7,お気に入り,22446
2024-06-23,LINE Ads,5068,209,8900,5,購入,31380
2024-06-23,Yahoo!広告,1778,81,4376,5,購入,15465
2024-06-24,Google Ads,8375,371,9949,26,会員登録,81233
2024-06-24,Meta Ads,6042,335,9148,6,会員登録,37732
2024-06-24,LINE Ads,3886,110,7140,4,会員登録,27000
2024-06-24,Yahoo!広告,3945,86,4062,5,購入,19423
2024-06-25,Google Ads,7376,169,17857,5,購入,16931
2024-06-25,Meta Ads,7479,76,8873,4,会員登録,24349
2024-06-25,LINE Ads,8161,166,9624,5,購入,34371
2024-06-25,Yahoo!広告,3521,71,5645,2,購入,11920
2024-06-26,Google Ads,7210,154,16509,3,会員登録,12703
2024-06-26,Meta Ads,6732,372,13395,17,会員登録,99520
2024-06-26,LINE Ads,3804,172,8049,4,購入,14197
2024-06-26,Yahoo!広告,3352,101,5508,2,お気に入り,7871
2024-06-27,Google Ads,5579,138,13778,5,購入,33296
2024-06-27,Meta Ads,7195,280,13320,19,会員登録,84266
2024-06-27,LINE Ads,5698,278,9076,9,購入,40247
2024-06-27,Yahoo!広告,7806,230,7144,6,会員登録,43030
2024-06-28,Google Ads,11619,317,15921,9,会員登録,30508
2024-06-28,Meta Ads,12002,215,12769,7,会員登録,38865
2024-06-28,LINE Ads,3231,124,7842,5,お気に入り,27437
2024-06-28,Yahoo!広告,2417,29,5406,0,購入,0
2024-06-29,Google Ads,4363,187,10299,8,購入,26773
2024-06-29,Meta Ads,4941,169,10315,9,購入,35467
2024-06-29,LINE Ads,7014,177,6107,10,購入,37269
2024-06-29,Yahoo!広告,4016,117,6156,4,会員登録,25142
2024-06-30,Google Ads,4501,157,10685,8,購入,54906
2024-06-30,Meta Ads,13067,524,13404,17,購入,71374
2024-06-30,LINE Ads,5674,259,6843,19,会員登録,122267
2024-06-30,Yahoo!広告,3683,111,7273,5,購入,22398
2024-07-01,Google Ads,8182,164,15178,7,会員登録,39462
2024-07-01,Meta Ads,9197,339,20890,14,お気に入り,101574
2024-07-01,LINE Ads,5796,67,11556,1,購入,3683
2024-07-01,Yahoo!広告,5657,144,8309,4,購入,27921
2024-07-02,Google Ads,22507,671,23707,49,会員登録,149436
2024-07-02,Meta Ads,10207,288,20621,21,お気に入り,100362
2024-07-02,LINE Ads,6947,404,9185,25,購入,135200
2024-07-02,Yahoo!広告,4050,95,9494,6,お気に入り,24283
2024-07-03,Google Ads,10447,442,22514,28,購入,105238
2024-07-03,Meta Ads,11199,449,13397,13,購入,74120
2024-07-03,LINE Ads,7074,133,8874,9,お気に入り,66764
2024-07-03,Yahoo!広告,3069,172,6577,8,購入,39641
2024-07-04,Google Ads,8862,377,16770,7,購入,50778
2024-07-04,Meta Ads,10024,566,11636,37,購入,212662
2024-07-04,LINE Ads,7834,402,11932,22,お気に入り,94071
2024-07-04,Yahoo!広告,10934,459,9219,32,購入,122319
2024-07-05,Google Ads,18803,700,20998,38,購入,205645
2024-07-05,Meta Ads,12793,523,17498,38,お気に入り,274994
2024-07-05,LINE Ads,5765,164,8667,12,購入,70947
2024-07-05,Yahoo!広告,3559,110,6969,7,購入,55184
2024-07-06,Google Ads,11374,383,25336,11,会員登録,80910
2024-07-06,Meta Ads,6430,256,14417,9,購入,43892
2024-07-06,LINE Ads,5815,173,12183,3,購入,15639
2024-07-06,Yahoo!広告,4400,79,6629,3,購入,23607
2024-07-07,Google Ads,8920,194,14790,12,会員登録,44283
2024-07-07,Meta Ads,12592,132,16443,4,購入,26367
2024-07-07,LINE Ads,4434,251,8241,16,購入,93181
2024-07-07,Yahoo!広告,4261,94,9701,3,会員登録,22970
2024-07-08,Google Ads,8430,353,19277,19,お気に入り,69923
2024-07-08,Meta Ads,7473,298,16759,9,購入,66749
2024-07-08,LINE Ads,3763,191,8788,5,購入,30363
2024-07-08,Yahoo!広告,10061,242,10620,6,購入,41708
2024-07-09,Google Ads,6656,170,15206,8,購入,37841
2024-07-09,Meta Ads,5881,341,12819,7,会員登録,46378
2024-07-09,LINE Ads,5743,83,9684,1,会員登録,5026
2024-07-09,Yahoo!広告,7907,358,7037,13,購入,102652
2024-07-10,Google Ads,16743,172,15233,7,購入,54164
2024-07-10,Meta Ads,7544,208,12353,15,会員登録,69215
2024-07-10,LINE Ads,7483,438,11221,10,購入,62126
2024-07-10,Yahoo!広告,5732,302,7810,20,会員登録,64215
2024-07-11,Google Ads,15627,818,25334,30,購入,128385
2024-07-11,Meta Ads,7473,114,11930,7,お気に入り,52142
2024-07-11,LINE Ads,6375,216,13275,8,購入,34046
2024-07-11,Yahoo!広告,2844,110,6263,6,購入,41273
2024-07-12,Google Ads,9121,178,21643,7,会員登録,25160
2024-07-12,Meta Ads,9722,505,18768,15,購入,54921
2024-07-12,LINE Ads,11766,576,9997,27,購入,143945
2024-07-12,Yahoo!広告,3316,125,6145,3,お気に入り,16461
2024-07-13,Google Ads,10945,340,17463,9,会員登録,34139
2024-07-13,Meta Ads,17408,461,18744,32,購入,165658
2024-07-13,LINE Ads,8992,272,8290,16,購入,110355
2024-07-13,Yahoo!広告,5471,92,7671,4,購入,23741
2024-07-14,Google Ads,7828,336,18985,11,購入,66901
2024-07-14,Meta Ads,10257,349,16110,14,会員登録,64469
2024-07-14,LINE Ads,11056,581,10551,21,会員登録,63780
2024-07-14,Yahoo!広告,6155,210,6322,11,会員登録,66677
2024-07-15,Google Ads,19605,238,21049,15,お気に入り,104116
2024-07-15,Meta Ads,15835,850,12676,55,購入,233690
2024-07-15,LINE Ads,4200,206,8145,11,購入,71813
2024-07-15,Yahoo!広告,4235,111,8383,7,購入,45867
2024-07-16,Google Ads,11527,546,20578,19,会員登録,97318
2024-07-16,Meta Ads,13805,258,13798,17,購入,132031
2024-07-16,LINE Ads,5792,65,13628,1,会員登録,6475
2024-07-16,Yahoo!広告,6166,202,10042,13,購入,51253
2024-07-17,Google Ads,14164,341,17372,6,会員登録,36989
2024-07-17,Meta Ads,14595,281,20549,10,お気に入り,42363
2024-07-17,LINE Ads,9196,115,14246,8,お気に入り,61695
2024-07-17,Yahoo!広告,3014,108,6286,3,購入,21947
2024-07-18,Google Ads,6351,328,15162,8,購入,40852
2024-07-18,Meta Ads,8709,266,20204,5,購入,29520
2024-07-18,LINE Ads,10998,215,13813,12,購入,51632
2024-07-18,Yahoo!広告,3266,113,5930,6,会員登録,42448
2024-07-19,Google Ads,19448,942,22115,71,購入,253908
2024-07-19,Meta Ads,6988,252,15263,12,購入,92252
2024-07-19,LINE Ads,5135,71,7954,4,購入,19023
2024-07-19,Yahoo!広告,9761,271,9058,19,購入,117125
2024-07-20,Google Ads,10670,252,22516,5,購入,16082
2024-07-20,Meta Ads,14187,395,19595,22,お気に入り,137678
2024-07-20,LINE Ads,8142,466,10827,25,購入,79359
2024-07-20,Yahoo!広告,8122,483,8039,30,購入,188119
2024-07-21,Google Ads,22812,556,26211,36,会員登録,208374
2024-07-21,Meta Ads,9589,472,12950,15,購入,82630
2024-07-21,LINE Ads,5857,127,11790,3,お気に入り,12401
2024-07-21,Yahoo!広告,4790,80,10139,3,購入,21146
2024-07-22,Google Ads,23541,1396,21419,91,会員登録,620171
2024-07-22,Meta Ads,10263,222,12812,9,購入,34585
2024-07-22,LINE Ads,4860,273,9005,13,会員登録,65770
2024-07-22,Yahoo!広告,4992,298,9982,15,購入,62216
2024-07-23,Google Ads,10055,160,18052,11,会員登録,57738
2024-07-23,Meta Ads,13324,172,16528,4,購入,24662
2024-07-23,LINE Ads,4176,47,9711,1,会員登録,5540
2024-07-23,Yahoo!広告,5675,191,5884,5,購入,20415
2024-07-24,Google Ads,18679,954,19250,41,購入,215097
2024-07-24,Meta Ads,8929,335,13226,17,購入,111621
2024-07-24,LINE Ads,6734,112,9697,6,購入,35720
2024-07-24,Yahoo!広告,3155,76,7749,2,購入,13294
2024-07-25,Google Ads,7466,376,15531,7,会員登録,30548
2024-07-25,Meta Ads,20734,487,20072,13,購入,93051
2024-07-25,LINE Ads,8072,91,13955,5,購入,17231
2024-07-25,Yahoo!広告,2839,77,6622,4,お気に入り,19623
2024-07-26,Google Ads,17913,464,24612,13,会員登録,102463
2024-07-26,Meta Ads,24274,647,21312,23,お気に入り,148247
2024-07-26,LINE Ads,10825,172,14301,8,購入,26366
2024-07-26,Yahoo!広告,5361,261,7858,9,会員登録,33642
2024-07-27,Google Ads,9792,139,14748,10,会員登録,70437
2024-07-27,Meta Ads,7331,301,12198,19,購入,103247
2024-07-27,LINE Ads,9461,208,8956,9,会員登録,59485
2024-07-27,Yahoo!広告,5527,156,9887,11,購入,43095
2024-07-28,Google Ads,21237,1131,19030,27,購入,94283
2024-07-28,Meta Ads,18117,874,18201,28,購入,216141
2024-07-28,LINE Ads,4401,103,8744,7,会員登録,25000
2024-07-28,Yahoo!広告,5913,88,10515,4,購入,30779
2024-07-29,Google Ads,21521,1097,19038,55,購入,190296
2024-07-29,Meta Ads,8639,421,12069,15,会員登録,72920
2024-07-29,LINE Ads,4251,219,8758,15,会員登録,116164
2024-07-29,Yahoo!広告,3728,138,6967,2,購入,9206
2024-07-30,Google Ads,10063,414,23641,16,購入,99478
2024-07-30,Meta Ads,10140,417,20497,9,購入,46927
2024-07-30,LINE Ads,5437,96,10363,3,お気に入り,19541
2024-07-30,Yahoo!広告,3927,65,6173,4,お気に入り,26817
2024-07-31,Google Ads,8235,237,20025,12,会員登録,62225
2024-07-31,Meta Ads,6336,249,12030,15,会員登録,111452
2024-07-31,LINE Ads,6496,284,9489,19,購入,68469
2024-07-31,Yahoo!広告,9459,174,7592,10,会員登録,62809
2024-08-01,Google Ads,12080,123,24829,6,購入,35017
2024-08-01,Meta Ads,7757,263,12230,14,購入,78122
2024-08-01,LINE Ads,5925,177,8330,8,会員登録,61079
2024-08-01,Yahoo!広告,3097,145,6291,7,購入,23183
2024-08-02,Google Ads,7699,355,16307,8,購入,33514
2024-08-02,Meta Ads,7042,228,11362,8,会員登録,62162
2024-08-02,LINE Ads,8040,329,8656,12,会員登録,51978
2024-08-02,Yahoo!広告,5904,232,8967,11,購入,68801
2024-08-03,Google Ads,9807,227,24437,6,お気に入り,34789
2024-08-03,Meta Ads,13752,512,14931,14,購入,48091
2024-08-03,LINE Ads,4532,68,10668,1,購入,4668
2024-08-03,Yahoo!広告,2599,69,5438,1,お気に入り,5153
2024-08-04,Google Ads,18121,1043,14637,56,会員登録,250364
2024-08-04,Meta Ads,6844,103,11159,6,購入,36192
2024-08-04,LINE Ads,4409,226,7791,7,会員登録,45499
2024-08-04,Yahoo!広告,4695,77,9955,6,会員登録,37042
2024-08-05,Google Ads,9319,486,17672,21,購入,154197
2024-08-05,Meta Ads,16606,703,13515,40,購入,161842
2024-08-05,LINE Ads,7098,266,8662,19,会員登録,143478
2024-08-05,Yahoo!広告,8013,152,9768,9,会員登録,39461
2024-08-06,Google Ads,11245,499,18058,14,購入,78582
2024-08-06,Meta Ads,6144,252,11634,7,購入,29472
2024-08-06,LINE Ads,5484,256,10034,19,購入,67676
2024-08-06,Yahoo!広告,2789,30,5858,1,購入,7912
2024-08-07,Google Ads,15772,316,22437,10,購入,65034
2024-08-07,Meta Ads,20462,298,18552,13,購入,63235
2024-08-07,LINE Ads,3464,57,8398,3,会員登録,18239
2024-08-07,Yahoo!広告,4651,198,7568,13,会員登録,95273
2024-08-08,Google Ads,8645,302,16349,13,会員登録,78612
2024-08-08,Meta Ads,7825,399,14256,17,購入,126058
2024-08-08,LINE Ads,6455,308,9630,11,会員登録,87384
2024-08-08,Yahoo!広告,7766,247,6259,10,お気に入り,42110
2024-08-09,Google Ads,9586,129,22703,7,会員登録,38852
2024-08-09,Meta Ads,10715,373,15116,9,会員登録,27210
2024-08-09,LINE Ads,8175,124,10943,3,購入,22143
2024-08-09,Yahoo!広告,3601,151,6024,7,購入,39749
2024-08-10,Google Ads,8051,198,18589,5,お気に入り,28960
2024-08-10,Meta Ads,9579,511,13120,27,購入,145167
2024-08-10,LINE Ads,4117,52,10001,4,会員登録,14188
2024-08-10,Yahoo!広告,3479,128,8442,7,購入,44195
2024-08-11,Google Ads,10557,462,15529,22,お気に入り,75126
